warehouse_number,sap_code,oracle_code,condition,description,part_number,tag_number,MANUFATURE_CO,unit_of_measure,category
10,2200003698,0190356812023090,NEW,Plug1v658135072,1V658135072,FV-301402,FISHER,PC,ZSPR
10,2200003699,0190356812023110,NEW,Gasket Set For Fv-301402 Rgasketx362,RGasketX362,FV-301402,FISHER,PAC,ZSPR
10,2200062727,0190356812023120,NEW,Kit Repair For Fv-301402,,FV-301402,FISHER,PC,ZSPR
10,2200003700,0190356812023150,NEW,Bearing For Tv 304007 Ffisheer1521322,1521322,TV-304007,بواقي تركيبات ,PC,ZSPR
10,2200003701,0190356812023160,NEW,Orifice Ftl For Ft 311401 Air Product,,,,PC,ZSPR
10,2200003702,0190356812023170,NEW,Piston Ring Pin 542202 Fisher,PIN 542202,,FISHER,PC,ZSPR
10,2200003703,0190356812023180,NEW,Seal Ring Pn 17659905092 1v59905092,1V59905092,?,FISHER,PC,ZSPR
10,2200003704,0190356812023190,NEW,Plug.Pilot Plug And Stem Pa Fisher,1519182,PV-304204,UDHE,PC,ZSPR
10,2200003705,0190356812023200,NEW,Seat Pv 304204 Part No.Maa0001 Fisher,3Q58180G012,PV-304204,UDHE,PC,ZSPR
10,2200003706,0190356812023210,NEW,Multi Hole Cage Part No.Emaa0 Fisher,14253G1G012,PV-304204,UDHE,PC,ZSPR
10,2200003707,0190356812023220,NEW,Grooved Packings Pv304204 Pn Maa2064944,2064944,PV-304204,UDHE,PC,ZSPR
10,2200062728,0190356812023230,NEW,Packing Ring Itam 1899112 Pv 304204 Pa,1899112,PV-304204,UDHE,PC,ZSPR
10,2200003708,0190356812023240,NEW,Sealing Ring 1.4571 Pv306205,1.4571,PV-306205,UDHE,PC,ZSPR
10,2200003709,0190356812023250,NEW,Pislon Ring P/N 0542210 Fisher,542210,?,GOLDE,PC,ZSPR
10,2200003710,0190356812023260,NEW,Pin Pin 1006398 Fisher,,HV-320610,GOLDE,PC,ZSPR
10,2200003711,0190356812023270,NEW,Spring P/N 1280155 Fisher,,HV-320610,GOLDE,PC,ZSPR
10,2200003712,0190356812023280,NEW,Gasket P/N 1883011 Fisher,,HV-320610,GOLDE,PC,ZSPR
10,2200003713,0190356812023290,NEW,Sleeve P/N 1201921,,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003714,0190356812023300,NEW,Seat P/N 1998773 Fisher,1998773,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003715,0190356812023310,NEW,Slem P/N 1333333,,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003716,0190356812023320,NEW,Piug P/N 2435667 Fisher,2435667,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003717,0190356812023330,NEW,Pitol Plug 2435551 Fisher,2435551,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003718,0190356812023340,NEW,Relaaining Disc P/N 2390574,,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003719,0190356812023350,NEW,Spring P/N 2435519,,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003720,0190356812023360,NEW,Nut P/N 2363658 Fisher,2363658,HV-320610,EMERSON PROCESS,PC,ZSPR
10,2200003721,0190356812023370,NEW,Seal P/N 2356996,,LV-335509,EMERSON PROCESS,PC,ZSPR
10,2200003722,0190356812023380,NEW,Piug P/N 2571595,,LV-335509,EMERSON PROCESS,PC,ZSPR
10,2200003621,0190356812023390,NEW,Converter P.N 25735121 Fisher,1987844,?,FISHER,PC,ZSPR
10,2200003622,0190356812023410,NEW,Plug Seating Ring P.N 871249 Fisher,871249,,FISHER,PC,ZSPR
10,2200003623,0190356812023420,NEW,Piswh Gimde Ring P.N 2019361,2019361,,FISHER,PC,ZSPR
10,2200003624,0190356812023430,NEW,Stem P.N 1333333 Fisher,?,?,FISHER,PC,ZSPR
10,2200003625,0190356812023440,NEW,Plug P.N 2573989 Fisher,2573989,,FISHER,PC,ZSPR
10,2200003626,0190356812023450,NEW,Plug P.N 2182246 T,?,?,FISHER,PC,ZSPR
10,2200003627,0190356812023460,NEW,Plug P/N 15 A 6481 X 052,,FV-310406,,PC,ZSPR
10,2200003628,0190356812023470,NEW,Pin P/N Id 5423 X 00b2,,FV-310406,,PC,ZSPR
10,2200003629,0190356812023480,NEW,Seat Ring P/N 14285646172,,FV-310406,,PC,ZSPR
10,2200003630,0190356812023490,NEW,Stem P/N 10 A 8840 X 142 Fisher,15A6481X022,FV-310406,,PC,ZSPR
10,2200003631,0190356812023500,NEW,Gasket Set P/N Rgasket X 162 Fisher,,FV-310406,,PAC,ZSPR
10,2200003632,0190356812023510,NEW,Stem Plug P/N 10 A 8840 X T82 Fisher,10A8840XT82,?,,PC,ZSPR
10,2200003633,0190356812023520,NEW,Packing Set P/N Ir29020 1012 Fisher,?,?,,PAC,ZSPR
10,2200003634,0190356812023530,NEW,"Wiper , Upper P/N Ij872706332",?,?,,PC,ZSPR
10,2200003635,0190356812023540,NEW,Packing Ring P/N Ij 873235072,?,?,,PC,ZSPR
10,2200003636,0190356812023550,NEW,"Wiper , Lower P/N Ij872206992",?,?,,PC,ZSPR
10,2200003637,0190356812023560,NEW,Washer P/N If 125136042,?,?,,PC,ZSPR
10,2200003638,0190356812023570,NEW,"Spring,Packing P/N If125537012",?,?,,PC,ZSPR
10,2200003639,0190356812023580,NEW,O-Ring P/N 0411736,?,?,,PC,ZSPR
10,2200003640,0190356812023590,NEW,Membrane P/N 0411868 Fisher,?,?,,PC,ZSPR
10,2200003641,0190356812023600,NEW,Cage .Whisper P/N 23a8915 X 032,23A8915X032,,,PC,ZSPR
10,2200003642,0190356812023610,NEW,Pin . Groove P/N Iv 322735072,1V322732072,,,PC,ZSPR
10,2200003643,0190356812023620,NEW,Plug . Bal P/N Iv 658146172,650196172,,,PC,ZSPR
10,2200003644,0190356812023630,NEW,Seal Ring P/N Iv 676446172,1V676446172,,,PC,ZSPR
10,2200003645,0190356812023640,NEW,Ring . Piston P/N Iu 239105092 Fisher,IU239105092,,,PC,ZSPR
10,2200003646,0190356812023650,NEW,Gasket P/N Ij 5047 X 0062,IJ5047X0062,,,PC,ZSPR
10,2200003647,0190356812023660,NEW,Gasket P/N Ir 37229442 Fisher,IR3722994,,,PC,ZSPR
10,2200003648,0190356812023670,NEW,Gasket P/N Ir 3724 X 0042 Fisher,IR3724X0042,,,PC,ZSPR
10,2200003649,0190356812023680,NEW,Stem. Plug P/N Iu 230535162,IU230535162,,,PC,ZSPR
10,2200003650,0190356812023690,NEW,Wiper . Upper P/N Ij 872706332,IJ872706332,,,PC,ZSPR
10,2200003651,0190356812023700,NEW,Packing Set P/N Ir 290201012 Fisher,IR290201012,,,PC,ZSPR
10,2200003652,0190356812023710,NEW,Packing . Ring P/N Ij 873235072,IJ873235072,,,PC,ZSPR
10,2200003653,0190356812023730,NEW,Piston Sealring Pn 328995/4587-53 Fshr,,,,PC,ZSPR
10,2200003654,0190356812023749,NEW,Complet Valve Hv-322605,,,,PC,ZSPR
10,2200003655,0190356812023750,NEW,Converator 2571951 Fisher,,,,PC,ZSPR
10,2200003656,0190356812023760,NEW,Plug 2573245 For Valve Fv-305407,,,,PC,ZSPR
10,2200003657,0190356812023770,NEW,Stem 862983 For Valve Fv-305407,,,,PC,ZSPR
10,2200003658,0190356812023780,NEW,Seat Ring 2573474 For Valve Fv-305407,,,,PC,ZSPR
10,2200003659,0190356812023790,NEW,Stuffing Box Gland Fisher,2569183,,,PC,ZSPR
10,2200003660,0190356812023800,NEW,Base Ring Fisher,2528134,,,PC,ZSPR
10,2200003661,0190356812023810,NEW,Guid Bushing Fisher,1710109,,,PC,ZSPR
10,2200003662,0190356812023820,NEW,Seat Ring Fisher,483400,,,PC,ZSPR
10,2200003663,0190356812023830,NEW,"Plug+Stem, Part No. 2278979 Fisher",2278979,,,PC,ZSPR
10,2200003664,0190356812023840,NEW,"Plug+Stem, Part No. 2571293 Fisher",2571293,,,PC,ZSPR
10,2200003665,0190356812023850,NEW,"Seat Ring , Part No. 483753 Fisher",483753,,,PC,ZSPR
10,2200003666,0190356812023860,NEW,"Plug+Stem, Part No. 2464438 Fisher",2464438,,,PC,ZSPR
10,2200003667,0190356812023870,NEW,"Seat Ring , Part No. 483419 , Valve Tag",2483419,,,PC,ZSPR
10,2200003668,0190356812023880,NEW,"Plug + Stem , Part No. 2464721 , Valve T",2464721,,,PC,ZSPR
10,2200003669,0190356812023890,NEW,"Seat Ring , Part No. 1702971 , Valve Ta",,PV329205A,,PC,ZSPR
10,2200003670,0190356812023900,NEW,"Converter , Part No. 2518007 , Valve Tag",,PV329205A,,PC,ZSPR
10,2200003671,0190356812023910,NEW,"Plug , Part No. 2518023 , Valve Tag: Pv-",,PV329205A,,PC,ZSPR
10,2200003570,0190356812023920,NEW,"Stem , Part No. 833436 Fisher",,PV329205A,,PC,ZSPR
10,2200003571,0190356812023930,NEW,"Seat Ring , Part No. 769550 , Valve Tag",,,,PC,ZSPR
10,2200003572,0190356812023940,NEW,"Converter , Part No. 1028901 , Valve Tag",,,,PC,ZSPR
10,2200003573,0190356812023950,NEW,"Plug + Stem , Part No. 1976915 , Valve T",,,,PC,ZSPR
10,2200003574,0190356812023960,NEW,"Seat Ring , Part No. 2474212 Fisher",,,,PC,ZSPR
10,2200062729,0190356812023970,NEW,"Multihole Cage , Part No. 2343975 , Val",,,,PC,ZSPR
10,2200003575,0190356812023980,NEW,"Seat Ring , Part No. 1936484 , Valve Ta",,,,PC,ZSPR
10,2200003576,0190356812023990,NEW,"Plug , Part No. 1941496 , Valve Tag: Xv-",1941496,XV-329901,,PC,ZSPR
10,2200003577,0190356812024000,NEW,"Stem , Part No. 1239813 , Valve Tag: Xv-",,,,PC,ZSPR
10,2200003578,0190356812024010,NEW,Seat For Lv-310503 P.N:1990705 Fisher,,LV-310503,,PC,ZSPR
10,2200062730,0190356812024020,NEW,Plug For Lv 310503 P.N:2128152,,,,PC,ZSPR
10,2200003579,0190356812024030,NEW,"Packing Set. Wt: 5,000kg/1898205 Fisher",,,,PC,ZSPR
10,2200003580,0190356812024040,NEW,Seat For Lv 310509 P.N:1545973 Fisher,,,,PC,ZSPR
10,2200003581,0190356812024050,NEW,Plug+Stem P.N:2516888 Fisher,,,,PC,ZSPR
10,2200003582,0190356812024060,NEW,Stem 165401 Type: 310503lv Fisher,,,,PC,ZSPR
10,2200003583,0190356812024070,NEW,Seat P.No:484032 For Lv-308513b,,LV 308513B,,PC,ZSPR
10,2200003584,0190356812024080,NEW,Plug With Stem P:1975919 For Lv-308513b,,LV 308513B,,PC,ZSPR
10,2200003585,0190356812024099,NEW,Compelete Control Valve 303502,,,,PC,ZSPR
10,2200003586,0190356812024120,NEW,Seal Ring (1),,,,PC,ZSPR
10,2200003587,0190356812024130,NEW,Seal Ring (2),,,,PC,ZSPR
10,2200003588,0190356812024140,NEW,"Cage Fv-303406,With S.N.Eu0314 Fisher",42B8240X022,Fv-303406,,PC,ZSPR
10,2200003589,0190356812024160,NEW,Complete Valve For Lv-329502 Fisher,,,,PC,ZSPR
10,2200003590,0190356812024180,NEW,Converter,,,,PC,ZSPR
10,2200003591,0190356812024190,NEW,Pin - Cotter-436 / Spring Fisher,0881821, FV-302401,,PC,ZSPR
10,2200003592,0190356812024200,NEW,Seat Ring Port Hfs 1.4571 316/ Cocr,483648,,,PC,ZSPR
10,2200003593,0190356812024210,NEW,Tag No 1942417 Parabolic Plugs Withs /B,,,,PC,ZSPR
10,2200003594,0190356812024229,NEW,Actuator For Old Tv303061,,,,PC,ZSPR
10,2200003595,0190356812024230,NEW,Seal Ring Pn 1893475 Fisher,,,,PC,ZSPR
10,2200003596,0190356812024240,NEW,Seal Ring Pn 728764 Fisher,,,,PC,ZSPR
10,2200003597,0190356812024250,NEW,Seal Ring Pn 236896 Fisher,,,,PC,ZSPR
10,2200003598,0190356812024260,NEW,"Cage , Pn: 22b604x022 Fisher",,,,PC,ZSPR
10,2200003599,0190356812024270,NEW,"Piston Guide Ring , Pn: 2528169 Fisher",,,,PC,ZSPR
10,2200003600,0190356812024280,NEW,"Guide Bushing , Pn: 2135914 Fisher",,,,PC,ZSPR
10,2200003601,0190356812024290,NEW,Gasket Set Paret No:Rgasketx332 Fisher,X182,,,PC,ZSPR
10,2200003602,0190356812024300,NEW,Gasket Set Paret No:Rgasketx352 Fisher,X202,,,PC,ZSPR
10,2200003603,0190356812024310,NEW,Packing Set Rpackx00182 Fisher,,,,PC,ZSPR
10,2200003604,0190356812024320,NEW,Stem 1143883 Fisher,,,,PC,ZSPR
10,2200003605,0190356812024330,NEW,Pin 1372165 Fisher,,,,PC,ZSPR
10,2200003606,0190356812024340,NEW,Plug 2594099 Fisher,,,,PC,ZSPR
10,2200003607,0190356812024350,NEW,Seal-Ring 871184 Fisher,,,,PC,ZSPR
10,2200003608,0190356812024360,NEW,Seat Ring 1706929 Fisher,,,,PC,ZSPR
10,2200003609,0190356812024370,NEW,Guing Pushing 1694952 Fisher,,,,PC,ZSPR
10,2200003610,0190356812024430,NEW,Piston Guide Ring Pin2143925 Fisher,,,,PC,ZSPR
10,2200064578,0190356812028450,NEW,SPARE PARTS FOR FISHER VALVES AFC3,,,,PC,ZSPR
10,2200003611,0190356812028490,NEW,"Control Valves (Cv),Guide 30152gf012",,,,PC,ZSPR
10,2200003612,0190356812028920,NEW,Spare Parts For Valve Lv310503 Fv3074402,,,,PC,ZSPR
10,2200003613,0190356812030010,NEW,Ring Back-Up,10A4217X012,,,PC,ZSPR
10,2200003614,0190356812030020,NEW,Ring Retaining,10A4219X012,,,PC,ZSPR
10,2200003615,0190356812030030,NEW,"Plug/Stem Assy,Pn:31b2150f0e2",,,,PC,ZSPR
10,2200003616,0190356812030040,NEW,Rings Anti Exterusion,,,,PC,ZSPR
10,2200003617,0190356812030050,NEW,"Seal-Ring,Pn:Ge44060x012",,,,PC,ZSPR
10,2200003618,0190356812030060,NEW,"Cage,Pn:39a9055x012",,,,PC,ZSPR
10,2200003619,0190356812030070,NEW,Seat Ringretainer,,,,PC,ZSPR
10,2200003620,0190356812030080,NEW,Pn:272770x042 / Seat Ring 3.2/V/8,,,,PC,ZSPR
10,2200003519,0190356812030090,NEW,8/1x8/3x8/1 3 O-Ring,0072X6247H1,,,PC,ZSPR
10,2200003520,0190356812030100,NEW,03x4.69x40190gasket.,,,,PC,ZSPR
10,2200003521,0190356812030110,NEW,Bushing . Seal 130,378314042K2,,,PC,ZSPR
10,2200003522,0190356812030120,NEW,16/3x4/1 3x8/7 2,453706992,,,PC,ZSPR
10,2200003523,0190356812030130,NEW,Gasket Gx,012X00079,,,PC,ZSPR
10,2200003524,0190356812030140,NEW,Diaphram Ze 225kit Repairsi,0022X225,,,PC,ZSPR
10,2200003525,0190356812030150,NEW,Kit Repair Gx Ptfe Packing,RGXPACKX012,,,PC,ZSPR
10,2200003526,0190356812030160,NEW,X Packing Boxring,012X2081C11,,,PC,ZSPR
10,2200003527,0190356812030170,NEW,Plug /Stem 46/50,012X00085,,,PC,ZSPR
10,2200003528,0190356812030180,NEW,Port 012x12608 Tag 46,012X1260,,,PC,ZSPR
10,2200003529,0190356812030190,NEW,Pushing Seal 60-50-45,845714012E1,,,PC,ZSPR
10,2200003530,0190356812030200,NEW,Diaphragm 45&50,65960220262,,,PC,ZSPR
10,2200003531,0190356812030210,NEW,O/W Kit Repair,R667X000502,,,PC,ZSPR
10,2200003532,0190356812030220,NEW,"Cage,Pn:32b7011x012",012X7011B32,,,PC,ZSPR
10,2200003533,0190356812030230,NEW,"Plug,Pn:Ge15237x012",,,,PC,ZSPR
10,2200003534,0190356812030240,NEW,Ring Back-Up 2,022X4208,,,PC,ZSPR
10,2200003535,0190356812030270,NEW,"Seatring,Pn:24b3904x022",,,,PC,ZSPR
10,2200003536,0190356812030280,NEW,L 1s Tem Plug Vsc 7500,,,,PC,ZSPR
10,2200003537,0190356812030290,NEW,"Anti-Extrusion Ring , Pn: 22b4694x012",,,,PC,ZSPR
10,2200003538,0190356812030300,NEW,"Gasket Ring , Pn: 12b7100x032",,,,PC,ZSPR
10,2200003539,0190356812030310,NEW,"Plug/Stem Assy , Pn: 31b2146f062",,,,PC,ZSPR
10,2200003540,0190356812030320,NEW,"Seal Ring, Pn: Ge44059x012",,,,PC,ZSPR
10,2200003541,0190356812030330,NEW,Gasket Set Paret No:Rgasketx202,,,,PC,ZSPR
10,2200003542,0190356812030340,NEW,Seal Ringfor Sn F000298547,,,,PC,ZSPR
10,2200003543,0190356812030350,NEW,Diphragm For Sn F000298547,,,,PC,ZSPR
10,2200003544,0190356812030360,NEW,Actuator Rfpair Kit For Sn F000298547,,,,PC,ZSPR
10,2200003545,0190356812030370,NEW,Gasket Set For Sn F000298547,,,,PC,ZSPR
10,2200003546,0190356812030380,NEW,Packing Kit For Sn F000298547,,,,PC,ZSPR
10,2200003547,0190356812030390,NEW,Seal Ring For Snf000371879,,,,PC,ZSPR
10,2200003548,0190356812030400,NEW,Diaphrgmfor Sn F000371879,,,,PC,ZSPR
10,2200003549,0190356812030410,NEW,Actuator Repair Kit For Sn F000371879,,,,PC,ZSPR
10,2200003550,0190356812030420,NEW,Gasket Set For Sn F000371879,,,,PC,ZSPR
10,2200003551,0190356812030430,NEW,Packing Kit Forsn F000371879,,,,PC,ZSPR
10,2200003552,0190356812030440,NEW,Pn:1vs581x1932 Plugstem Sealing F0371879,,,,PC,ZSPR
10,2200003553,0190356812030450,NEW,Seat Ring For S.Nf000371870,1U222935082,,,PC,ZSPR
10,2200003554,0190356812038370,NEW,"Control Valves (Cv),Guide Rgasketx282",,,,PC,ZSPR
10,2200003555,0190356814010010,NEW,Cover Gasket Dim:230/206mm C.No:012709,,TV-304007/TV-304016,BOMAFA,PC,ZSPR
10,2200003556,0190356814010020,NEW,Packing Ring C.No:002593/002592,CNO 002593/DNO 1601161/002592,TV-304007/TV-304016,BOMAFA,PAC,ZSPR
10,2200003557,0190356814010030,NEW,Felt Ring F19 C.No:000746 Dn240,DNO 000746DN240,TV-304007/TV-304016,BOMAFA,PC,ZSPR
10,2200003558,0190356814010040,NEW,Thrust Bearing Cno 0111153/Dn270,DIN711/CNO 0111153/DN270,TV-304007/TV-304016,BOMAFA,PC,ZSPR
10,2200003559,0190356814010050,NEW,Felt Ring F12 C.No:000748 /Dn290,C/N000748/DN290,TV-304007/TV-304016,BOMAFA,PC,ZSPR
10,2200003560,0190356814010060,NEW,Diaphragm 007 Kit,007 KIT,?,UHDE,PC,ZSPR
10,2200003561,0190356815010010,NEW,Set Of Gasket Irv396761615,IRV396761615,LV-320525,UHDE,PAC,ZSPR
10,2200003562,0190356815010020,NEW,Ring Irv398761616,IRV398761616,LV-320525,UHDE,PC,ZSPR
10,2200003563,0190356815010030,NEW,Plug Irv398761617,IRV398761617,LV-320525,UHDE,PC,ZSPR
10,2200003564,0190356815010040,NEW,Stem (11),0092X8210,LV-320525,UHDE,PC,ZSPR
10,2200003565,0190356815010050,NEW,Groove Pin Irv398761619,IRV398761619,LV-320525,UHDE,PC,ZSPR
10,2200003566,0190356815010060,NEW,Ring Irv396761620,IRV396761620,LV-320525,UHDE,PC,ZSPR
10,2200003567,0190356815010070,NEW,Kit Repair Irv398760853,IRV398760863,LV-320505,UHDE,PC,ZSPR
10,2200003568,0190356815010080,NEW,Diaphragm (29),IRV398761582,LV-320525,UHDE,PC,ZSPR
10,2200003569,0190356815020010,NEW,Seat Ring (12),IU285235072,LV-320520,UHDE,PC,ZSPR
10,2200003468,0190356815020020,NEW,Plug (8),24868246422,LV-320520,UHDE,PC,ZSPR
10,2200003469,0190356815020030,NEW,Valve Stem (5),1U38835162,LV-320520,UHDE,PC,ZSPR
10,2200003470,0190356815020050,NEW,Set Of Gasket (1),R667X000402,LV-320520,UHDE,PAC,ZSPR
10,2200003471,0190356815020060,NEW,Repair Kit Irv398760667,IRV398760667,LV-320520,UHDE,PC,ZSPR
10,2200003472,0190356815020070,NEW,Diaphragm Irv3633142,IRV3633142,LV-320520,UHDE,PC,ZSPR
10,2200003473,0190356815020080,NEW,Plug Steam Assy 15a6659x022,012X8081B22,,UHDE,PC,ZSPR
10,2200003474,0190356815030010,NEW,Ring (2),7A8607X052,LV-320520B,UHDE,PC,ZSPR
10,2200003475,0190356815030020,NEW,Plug (7),IRV396761625,LV-320520B,UHDE,PC,ZSPR
10,2200003476,0190356815030030,NEW,Stem (5),0032X8682V2,LV-320520B,UHDE,PC,ZSPR
10,2200003477,0190356815040010,NEW,Bush Irv398761621,IRV398761621,LV-320511,UHDE,PC,ZSPR
10,2200003478,0190356815040020,NEW,Plug Irv398761631,IRV398761631,LV-320511,UHDE,PC,ZSPR
10,2200003479,0190356815040030,NEW,Pin Irv398760225,IRV398760225,LV-320511,UHDE,PC,ZSPR
10,2200003480,0190356815050010,NEW,Plug Irv398761622,IRV398761622,LV-320515,UHDE,PC,ZSPR
10,2200003481,0190356815050020,NEW,Pressure Reduction Valve Compelete Steam,,,UHDE,PC,ZSPR
10,2200003482,0190356815050030,NEW,Compelete Steam Spray Attemperator,,,UHDE,PC,ZSPR
10,2200003483,0190356815060010,NEW,Seat (4),25A6683X02,LV-307515,UHDE,PC,ZSPR
10,2200003484,0190356815060020,NEW,Plug Irv398760862,IRV398760862,LV-307515,UHDE,PC,ZSPR
10,2200003485,0190356815060030,NEW,Stem (4),IV230535162,LV-307515,UHDE,PC,ZSPR
10,2200003486,0190356815070010,NEW,Seat (3),22B6020X012,LV-307514,UHDE,PC,ZSPR
10,2200003487,0190356815070020,NEW,Plug Irv398760884,IRV398760864,LV-307514,UHDE,PC,ZSPR
10,2200003488,0190356815080010,NEW,Seat Ring Irv398761664,IRV398761664,LV-307524/LV-307225,UHDE,PC,ZSPR
10,2200003489,0190356815080020,NEW,Diaphragm Irv398761453,IRV398761453,LV-307524/LV-307225,UHDE,PC,ZSPR
10,2200003490,0190356816010010,NEW,Seat Irv398761371,IRV398761371,TV-320020,UHDE,PC,ZSPR
10,2200003491,0190356816010020,NEW,Plug Irv398761626,IRV39876826,TV-320020,UHDE,PC,ZSPR
10,2200003492,0190356816010030,NEW,Stem Irv398761627,10A3282X222,TV-320020,UHDE,PC,ZSPR
10,2200003493,0190356816010040,NEW,Groove Pin Irv398761628,IRV398761628,TV-320020,UHDE,PC,ZSPR
10,2200003494,0190356816010050,NEW,Seal Ring Irb398761376,IRV398761376,TV-320020,UHDE,PC,ZSPR
10,2200003495,0190356816010060,NEW,Backup Ring Irv398761372,IRV398761372,TV-320020,UHDE,PC,ZSPR
10,2200003496,0190356816010070,NEW,Retainer Ring Irv398761373,IRV398761373,TV-320020,UHDE,PC,ZSPR
10,2200003497,0190356816010080,NEW,Set Of Gasket Irv398761629,IR398761629,TV-320020,UHDE,PAC,ZSPR
10,2200003498,0190356816010090,NEW,Packing Ring Irv396761484,IRV396761484,TV-320020,UHDE,PC,ZSPR
10,2200003499,0190356816010100,NEW,Packing Ring (20),IR398761565,TV-320020,UHDE,PC,ZSPR
10,2200003500,0190356816010110,NEW,Wiper Lower Irv398761381,IRV398761381,TV-320020,UHDE,PC,ZSPR
10,2200003501,0190356816010120,NEW,Packing Ring Irv398761630,IRV398761630,TV-320020,UHDE,PC,ZSPR
10,2200003502,0190356816010130,NEW,Diaphragm Irv398760745,IRV398760745,TV-320020,UHDE,PC,ZSPR
10,2200003503,0190356816020010,NEW,Actuator Bushing Pn 1e682814012,,,UHDE,PC,ZSPR
10,2200003504,0190356816020020,NEW,Actuator Bushing Pn 1n1316*0042,,,UHDE,PC,ZSPR
10,2200003505,0190356816020030,NEW,Actuator Repair Kit Pn 1c415706992,,,UHDE,PC,ZSPR
10,2200003506,0190356816020040,NEW,Actuator Repair Kit Pn R667x000402,,,UHDE,PC,ZSPR
10,2200003507,0190356816020050,NEW,Oring Actuator Rep Kit Pn 1e736906992,,,UHDE,PC,ZSPR
10,2200003508,0190356816020060,NEW,Cage Pn 22b6047x012,,,UHDE,PC,ZSPR
10,2200003509,0190356816020070,NEW,Cage Pn 22b6048x012,,,UHDE,PC,ZSPR
10,2200003510,0190356816020080,NEW,Cage Pn 43b0261x012,,,UHDE,PC,ZSPR
10,2200003511,0190356816020090,NEW,"Plug, Tag 012x1643a18",,,UHDE,PC,ZSPR
10,2200003512,0190356816020100,NEW,"Plug/Stem Assy,Pn 15a6502x072",,,UHDE,PC,ZSPR
10,2200003513,0190356816020110,NEW,"Plug/Stem Assy,Pn 15a6500x082",,,UHDE,PC,ZSPR
10,2200003514,0190356816020120,NEW,Seat Ring Retainer,022X6683A25,,UHDE,PC,ZSPR
10,2200003515,0190356816020130,NEW,"Plug,Pn 18a1648x012",,,UHDE,PC,ZSPR
10,2200003516,0190356816020140,NEW,"Seatring,Pn: 22b6063x012",,,,PC,ZSPR
10,2200003517,0190356816020150,NEW,Plug /Stem/ Pin Assy,18A1643X042,,,PC,ZSPR
10,2200003518,0190356816020160,NEW,Plug/ Stem/Pin Assy Foreu 03137720 (1),,,,PC,ZSPR
10,2200003417,0190356816020170,NEW,Plug/ Stem/Pin Assy Foreu 03137720 (2),,,,PC,ZSPR
10,2200003418,0190356816020180,NEW,Plug/ Stem/ Pin Assyfor Eu 03137722,,,,PC,ZSPR
10,2200003419,0190356817010010,NEW,Set Gland Packing Tv383004/7 D.Item:12+1,,TV-383004/383007,BABCOCK,PC,ZSPR
10,2200003420,0190356817010020,NEW,Connection Ring Tv383004/7,,TV-383004/383007,BABCOCK,PC,ZSPR
10,2200003421,0190356817010030,NEW,Stem.Incl:Piston And Piston Ring Tv38300,ORDER DATA383B001,TV-383004/383007,BABCOCK,PAC,ZSPR
10,2200003422,0190356817010040,NEW,Spare Sieve For Dirt Trap Type:730tv3800,TYPE.730DN500.1/MMMWKKS-NO,TV-383004/383007,BABCOCK,PC,ZSPR
10,2200003423,0190356817010050,NEW,Gasket For Dirt Trap Type:730 Tv383004/7,TYPE.730KKS-NO:ORDER DATA383B001,TV-383004/383007,BABCOCK,PC,ZSPR
10,2200003424,0190356817010060,NEW,Nozzle Head Type:1e-2g-1h-3k.Kv59.17,IE-2G-1H-3K-KKS/9.17-LIFT.75.M.M.,TV-383004/383007,BABCOCK,PC,ZSPR
10,2200003425,0190356817010070,NEW,Nozzle Heat Type:1dx-2e-3g-1k.Kvss.2,1DX-2E-3G-1K.KVS.5   25LIFT75KKS.NO,TV-383004/383007,BABCOCK,PC,ZSPR
10,2200003426,0190356817010080,NEW,Spray Aylinder Item 1,,TV-383004/383007,BABCOCK,PC,ZSPR
10,2200003427,0190356817010090,NEW,"Bushing Set,Pn:4n-2984-38",,,,PC,ZSPR
10,2200003428,0190356817010100,NEW,"Bushing Set,Pn:4n-2982-18",,,,PC,ZSPR
10,2200003429,0190356817010110,NEW,"Spray Head,Pn: 9a",,,,PC,ZSPR
10,2200003430,0190356817010120,NEW,"Spray Head,Pn: 1dx-2e-1f-3g",,,,PC,ZSPR
10,2200003431,0190356817010130,NEW,"Spray Head,Pn: 3e-1f-3g",,,,PC,ZSPR
10,2200003432,0190356817010140,NEW,"Spray Head,Pn: 4d-5dx",,,,PC,ZSPR
10,2200003433,0190356817010150,NEW,"Spray Head,Pn: 6d",,,,PC,ZSPR
10,2200003434,0190356817010170,NEW,"Spray Head,Pn: 7f",,,,PC,ZSPR
10,2200003435,0190356817010180,NEW,"Stem , Pn: 3n-1656-38l=929",,,,PC,ZSPR
10,2200003436,0190356817010190,NEW,"Stem , Pn: 3n-1251-18l=798",,,,PC,ZSPR
10,2200003437,0190356817010200,NEW,"Stem , Pn: 3n-1251-18l=823",,,,PC,ZSPR
10,2200003438,0190356817010210,NEW,"Stem , Pn: 3n-1251-18l=831",,,,PC,ZSPR
